tx_hash,log_index,block_number,timestamp,timestamp_iso,chain_id,contract_address,token,token_label,amount_raw,n_feasible,anonymity_score,entropy_bits,entropy_norm,subset_sum_explanations,max_weight,weight_top1,weight_top2,weight_top3,is_selected_example,amount_sigma_used,amount_sigma_fraction,time_decay_hours_used,entropy_weight_used,multiplicity_weight_used
e7c369b88f320ac51743eefd84f574d9afad70c7a3a178615ba1b817b373b0e1,144,39007867,1675751856,2023-02-07T06:37:36+00:00,137,0x19b620929f97b7b990801496c3b361ca5def8c71,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,DAI (0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063),39900000000000000000,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,0.0,0.02,72.0,0.7,0.3
a0e9ca747d31928ce08f3338e545ea378d3847e8df13ba3d35523bd254499082,153,39007915,1675751958,2023-02-07T06:39:18+00:00,137,0x19b620929f97b7b990801496c3b361ca5def8c71,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,DAI (0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063),39900000000000000000,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,False,0.0,0.02,72.0,0.7,0.3
ce0836a6b344b547443127ecaf7f7413740424b71d9641308fe5373ba499a8bc,683,39030033,1675800249,2023-02-07T20:04:09+00:00,137,0x19b620929f97b7b990801496c3b361ca5def8c71,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,DAI (0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063),395498547337782761934,1,0.0,-0.0,0.0,0,1.0,1.0,0.0,0.0,False,1.977492736688914e+19,0.05,96.0,0.7,0.3
4fbb19e847032dbfe73db169ada7f2d546deebc7399931ee58f73b83bd0c464f,269,39030413,1675801119,2023-02-07T20:18:39+00:00,137,0x19b620929f97b7b990801496c3b361ca5def8c71,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC (0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270),314702972921636828227,2,6.976048999263462e-29,9.965784284662088e-29,9.965784284662088e-29,0,1.0,1.0,1e-30,0.0,False,1.5735148646081843e+19,0.05,96.0,0.7,0.3
cafec861911852e3d933930f907f532f2cc21f89bb70332d500548ebffe2dde3,166,39031788,1675804082,2023-02-07T21:08:02+00:00,137,0x19b620929f97b7b990801496c3b361ca5def8c71,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC (0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270),429174608922328500,3,8.802793752015417e-29,1.9931568569324176e-28,1.257541964573631e-28,0,1.0,1.0,1e-30,1e-30,False,2.1458730446116428e+16,0.05,96.0,0.7,0.3
246676aad72917d6eaa78158be6947b1ee63e4ec15e3df1c351a7bcb30b378e5,247,39033226,1675807250,2023-02-07T22:00:50+00:00,137,0x19b620929f97b7b990801496c3b361ca5def8c71,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC (0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270),3990000000000000000,5,0.060704671228772746,0.2013598308814114,0.08672095889824678,0,0.9686010283991211,0.9686010283991211,0.03139897160087895,1e-30,False,1.995e+17,0.05,96.0,0.7,0.3
f1f5684dcdb8b6aabeaa2ded85ee77c93da78c633d65217cd0c8d878ca85db99,222,39034470,1675810040,2023-02-07T22:47:20+00:00,137,0x19b620929f97b7b990801496c3b361ca5def8c71,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC (0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270),9226772875584117000,5,1.9308738704452918e-19,6.404786124958321e-19,2.7583912434932743e-19,0,1.0,1.0,9.63232841054334e-21,1e-30,False,4.613386437792059e+17,0.05,96.0,0.7,0.3
b20666647883f7bb0fe0b01c188c21ba7415fc92bbd1b271e5c7cc40b5e64b86,259,39034508,1675810120,2023-02-07T22:48:40+00:00,137,0x19b620929f97b7b990801496c3b361ca5def8c71,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,DAI (0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063),7906977914567573265,1,0.0,-0.0,0.0,0,1.0,1.0,0.0,0.0,False,3.953488957283787e+17,0.05,96.0,0.7,0.3
9b53085ff05241e2ca8e87198629122a26347eca34b36d0b9acac9ae46737c43,242,39035565,1675812435,2023-02-07T23:27:15+00:00,137,0x19b620929f97b7b990801496c3b361ca5def8c71,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC (0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174),350900917,2,6.976048999263462e-29,9.965784284662088e-29,9.965784284662088e-29,0,1.0,1.0,1e-30,0.0,False,17545045.85,0.05,96.0,0.7,0.3
3553f71299bfacdeeba401c5d539ee3248ddfdf8bc824327122cafdee2b42c33,171,39035910,1675813233,2023-02-07T23:40:33+00:00,137,0x19b620929f97b7b990801496c3b361ca5def8c71,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC (0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174),612684450,2,0.5738034716246262,0.8197192451780375,0.8197192451780375,0,0.7446039026454966,0.7446039026454966,0.25539609735450336,0.0,False,30634222.5,0.05,96.0,0.7,0.3
56dc2a4811ae8e0f9e79559f33333c083a7fac59e810df36d62925d76a0e18ea,58,39038925,1675819935,2023-02-08T01:32:15+00:00,137,0x19b620929f97b7b990801496c3b361ca5def8c71,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC (0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174),467827500,2,6.976048999263462e-29,9.965784284662088e-29,9.965784284662088e-29,0,1.0,1.0,1e-30,0.0,False,23391375.0,0.05,96.0,0.7,0.3
